row_id,order_id,order_date,Shipping_date,Shipping_mode,shipping_cost,order_priority
35676,CA-2013-PS18970140-41608,2013-11-30,2013-12-02,Second Class,22.47,Critical
50146,EG-2013-BH171038-41635,2013-12-27,2014-01-01,Standard Class,1.84,Medium
30355,IN-2013-CS121757-41513,2013-08-27,2013-09-01,Standard Class,1.84,Medium
48997,UP-2014-CK2205137-41961,2014-11-18,2014-11-23,Standard Class,1.84,Medium
20400,IN-2015-CS1225078-42294,2015-10-17,2015-10-23,Standard Class,1.84,Medium
38953,US-2012-PS18970140-41013,2012-04-14,2012-04-14,Same Day,20.75,Critical
40837,CA-2013-PS18970140-41405,2013-05-11,2013-05-16,Second Class,16.61,Medium
31363,US-2013-PS18970140-41394,2013-04-30,2013-05-05,Standard Class,14.19,Medium
40658,CA-2015-PS18970140-42085,2015-03-22,2015-03-26,Standard Class,3.23,Medium
35675,CA-2013-PS18970140-41608,2013-11-30,2013-12-02,Second Class,2.85,Critical
35812,US-2015-PS18970140-42300,2015-10-23,2015-10-27,Standard Class,2.57,Medium
42090,IR-2015-EG390060-42172,2015-06-17,2015-06-23,Standard Class,1.84,Medium
20657,ID-2014-EP13915102-41990,2014-12-17,2014-12-22,Second Class,1.84,Medium
47235,SY-2013-EB3975126-41503,2013-08-17,2013-08-24,Standard Class,1.84,Medium
47405,NI-2013-EH412595-41541,2013-09-24,2013-09-29,Standard Class,1.84,Medium
36878,CA-2015-PS18970140-42282,2015-10-05,2015-10-09,Standard Class,2.41,High
43492,MO-2015-GM445586-42156,2015-06-01,2015-06-08,Standard Class,1.84,Medium
43456,NI-2014-GD459095-41983,2014-12-10,2014-12-12,Second Class,1.84,High
44488,RO-2012-GM4695107-41074,2012-06-14,2012-06-17,First Class,1.84,Critical
40659,CA-2015-PS18970140-42085,2015-03-22,2015-03-26,Standard Class,1.74,Medium
29962,ID-2014-JF151907-41860,2014-08-09,2014-08-11,First Class,1.84,High
36879,CA-2014-PS18970140-41769,2014-05-10,2014-05-14,Standard Class,1.64,Medium
40660,CA-2015-PS18970140-42085,2015-03-22,2015-03-26,Standard Class,1.33,Medium
50393,SF-2012-JH5820117-40949,2012-02-10,2012-02-15,Second Class,1.84,Medium
24286,IN-2015-JK1609027-42320,2015-11-12,2015-11-16,Standard Class,1.84,Medium
43980,TU-2015-LP7080134-42099,2015-04-05,2015-04-09,Standard Class,1.84,Medium
35433,CA-2015-PV18985140-42280,2015-10-03,2015-10-09,Standard Class,127.15,Low
49872,TU-2013-NL8310134-41589,2013-11-11,2013-11-16,Standard Class,1.84,Medium
33641,CA-2014-PV18985140-41692,2014-02-22,2014-02-28,Standard Class,30.04,Medium
22945,ID-2013-NP1870058-41593,2013-11-15,2013-11-20,Second Class,1.84,Medium
49421,CM-2014-PH879022-41951,2014-11-08,2014-11-11,Second Class,1.84,Medium
46032,BK-2015-PG882017-42047,2015-02-12,2015-02-12,Same Day,1.84,Medium
44010,SF-2015-PW9240117-42250,2015-09-03,2015-09-05,Second Class,1.84,High
25685,IN-2013-RD198107-41436,2013-06-11,2013-06-17,Standard Class,1.84,Medium
17456,ES-2015-RF19840120-42179,2015-06-24,2015-06-30,Standard Class,1.84,Medium
39610,CA-2012-PV18985140-41101,2012-07-11,2012-07-15,Standard Class,21.81,Medium
47323,HU-2015-SC1026057-42228,2015-08-12,2015-08-18,Standard Class,1.84,Medium
21570,ID-2012-SM20320130-41067,2012-06-07,2012-06-11,Standard Class,1.84,High
35432,CA-2015-PV18985140-42280,2015-10-03,2015-10-09,Standard Class,20.06,Low
46984,CG-2014-VF1171533-41710,2014-03-12,2014-03-17,Second Class,1.84,Medium
10240,US-2015-GB1453018-42075,2015-03-12,2015-03-18,Standard Class,1.839,Medium
8304,US-2015-BD1172555-42365,2015-12-27,2015-12-30,Second Class,1.838,Medium
2194,US-2015-CA119655-42330,2015-11-22,2015-11-24,Second Class,1.836,High
9268,US-2015-CC1268555-42215,2015-07-30,2015-07-30,Same Day,1.836,High
1399,MX-2015-MP1796582-42342,2015-12-04,2015-12-10,Standard Class,1.835,Low
4429,US-2015-AB1015055-42300,2015-10-23,2015-10-29,Standard Class,1.835,Medium
201,US-2014-RS1987036-41958,2014-11-15,2014-11-19,Second Class,1.835,Medium
5272,MX-2015-JE1571536-42305,2015-10-28,2015-11-04,Standard Class,1.834,Medium
2415,MX-2014-LC171405-41726,2014-03-28,2014-04-04,Standard Class,1.834,Medium
1532,US-2014-SC2002055-41929,2014-10-17,2014-10-19,Second Class,1.834,High
7197,MX-2012-LH1675039-41112,2012-07-22,2012-07-25,Second Class,1.833,Medium
30538,IN-2015-AB100607-42288,2015-10-11,2015-10-16,Second Class,1.83,Medium
16164,IT-2015-AB1010562-42342,2015-12-04,2015-12-11,Standard Class,1.83,Medium
47386,TU-2015-AA375134-42116,2015-04-22,2015-04-26,Standard Class,1.83,Medium
50866,CG-2012-AG52533-41121,2012-07-31,2012-08-06,Standard Class,1.83,Medium
49615,CG-2012-AS63033-41254,2012-12-11,2012-12-17,Standard Class,1.83,Medium
46243,MZ-2014-AG67587-41830,2014-07-10,2014-07-14,Standard Class,1.83,Medium
20328,IN-2014-AM10705144-41849,2014-07-29,2014-08-04,Standard Class,1.83,Medium
42919,NI-2012-BP123095-41122,2012-08-01,2012-08-03,First Class,1.83,High
26310,IN-2014-BE11410102-41983,2014-12-10,2014-12-15,Standard Class,1.83,Medium
47269,BU-2014-CS186019-41993,2014-12-20,2014-12-21,First Class,1.83,High
24589,IN-2015-CG1204058-42111,2015-04-17,2015-04-21,Standard Class,1.83,Medium
44563,HU-2014-CH207057-41871,2014-08-20,2014-08-24,Standard Class,1.83,Medium
45433,EZ-2015-CH207032-42063,2015-02-28,2015-03-04,Standard Class,1.83,Medium
49339,TU-2014-CC2145134-41865,2014-08-14,2014-08-19,Standard Class,1.83,Medium
43883,TU-2015-CB2535134-42017,2015-01-13,2015-01-16,Second Class,1.83,Medium
32397,CA-2014-PV18985140-41805,2014-06-15,2014-06-18,First Class,6.88,Medium
39339,US-2015-PV18985140-42075,2015-03-12,2015-03-16,Standard Class,3.2,Medium
18396,ES-2015-CC12610139-42158,2015-06-03,2015-06-09,Standard Class,1.83,Medium
39612,CA-2012-PV18985140-41101,2012-07-11,2012-07-15,Standard Class,2.3,Medium
39613,CA-2012-PV18985140-41101,2012-07-11,2012-07-15,Standard Class,1.96,Medium
17285,ES-2012-DL1286548-41214,2012-11-01,2012-11-06,Standard Class,1.83,Medium
45731,BO-2015-DB291013-42014,2015-01-10,2015-01-15,Standard Class,1.83,Medium
3711,MX-2013-DL1331582-41395,2013-05-01,2013-05-03,First Class,1.83,Medium
8013,US-2015-DW1354055-42191,2015-07-06,2015-07-10,Standard Class,1.83,Medium
32398,CA-2014-PV18985140-41805,2014-06-15,2014-06-18,First Class,1.8,Medium
43483,EG-2015-DB366038-42132,2015-05-08,2015-05-13,Standard Class,1.83,Medium
32395,CA-2014-PV18985140-41805,2014-06-15,2014-06-18,First Class,1.61,Medium
29990,IN-2013-EB1397527-41347,2013-03-14,2013-03-20,Standard Class,1.83,Medium
27936,IN-2012-FW1439511-41196,2012-10-14,2012-10-19,Standard Class,1.83,Medium
39340,US-2015-PV18985140-42075,2015-03-12,2015-03-16,Standard Class,1.6,Medium
39611,CA-2012-PV18985140-41101,2012-07-11,2012-07-15,Standard Class,1.18,Medium
49978,NI-2015-JG516095-42353,2015-12-15,2015-12-19,Standard Class,1.83,Medium
32396,CA-2014-PV18985140-41805,2014-06-15,2014-06-18,First Class,1.12,Medium
42761,EZ-2014-JE574532-41809,2014-06-19,2014-06-24,Standard Class,1.83,Medium
46035,UP-2013-JE5745137-41629,2013-12-21,2013-12-26,Standard Class,1.83,Medium
32802,CA-2013-PC19000140-41487,2013-08-01,2013-08-07,Standard Class,53.69,Medium
10718,ES-2012-KH1663048-40941,2012-02-02,2012-02-05,First Class,1.83,High
37677,US-2012-PC19000140-41006,2012-04-07,2012-04-12,Standard Class,8.46,High
16724,IT-2013-KM16720139-41386,2013-04-22,2013-04-27,Standard Class,1.83,Medium
20037,ES-2012-LC1688548-41179,2012-09-27,2012-09-29,Second Class,1.83,High
42627,CA-2013-PC900023-41366,2013-04-02,2013-04-07,Second Class,6.05,Medium
32801,CA-2013-PC19000140-41487,2013-08-01,2013-08-07,Standard Class,1.33,Medium
23039,IN-2015-LF1718558-42320,2015-11-12,2015-11-16,Standard Class,1.83,High
27802,IN-2013-MM1726058-41297,2013-01-23,2013-01-29,Standard Class,1.83,Medium
42376,EG-2013-ML739538-41324,2013-02-19,2013-02-23,Standard Class,1.83,Medium
32111,CA-2015-PJ19015140-42139,2015-05-15,2015-05-15,Same Day,309.52,High
17536,ES-2012-MC1757548-41135,2012-08-14,2012-08-20,Standard Class,1.83,Medium
5695,US-2012-MJ1774055-41025,2012-04-26,2012-05-01,Standard Class,1.83,High
41100,CA-2013-PJ19015140-41473,2013-07-18,2013-07-20,Second Class,20.19,High
48268,SA-2014-MP7965110-41908,2014-09-26,2014-10-02,Standard Class,1.83,Low
23375,ID-2015-NG18355102-42065,2015-03-02,2015-03-06,Standard Class,1.83,High
39283,CA-2014-PJ19015140-41841,2014-07-21,2014-07-24,Second Class,11.32,Medium
49141,NI-2015-NF838595-42265,2015-09-18,2015-09-23,Standard Class,1.83,Medium
38130,CA-2014-PJ19015140-41891,2014-09-09,2014-09-09,Same Day,10.22,Medium
23535,IN-2014-PT190907-41770,2014-05-11,2014-05-15,Standard Class,1.83,Medium
41660,MD-2012-PO918083-40949,2012-02-10,2012-02-14,Standard Class,1.83,Medium
24231,IN-2014-PF19225102-41800,2014-06-10,2014-06-14,Standard Class,1.83,High
32110,CA-2015-PJ19015140-42139,2015-05-15,2015-05-15,Same Day,2.18,High
29354,IN-2015-RW1969058-42081,2015-03-18,2015-03-21,Second Class,1.83,Medium
41101,CA-2013-PJ19015140-41473,2013-07-18,2013-07-20,Second Class,2,High
30609,IN-2015-SC2023092-42313,2015-11-05,2015-11-09,Standard Class,1.83,Medium
50719,NI-2014-SR1042595-41885,2014-09-03,2014-09-05,Second Class,1.83,High
38008,CA-2015-PJ19015140-42235,2015-08-19,2015-08-22,Second Class,1.8,High
14724,ES-2015-SC2080048-42118,2015-04-24,2015-04-29,Standard Class,1.83,Medium
26202,IN-2014-SM2095027-41783,2014-05-24,2014-05-29,Standard Class,1.83,Medium
34778,CA-2012-PJ19015140-41005,2012-04-06,2012-04-09,First Class,1.78,Medium
36589,CA-2015-PJ19015140-42176,2015-06-21,2015-06-24,First Class,1.3,Critical
46728,NI-2013-TT1122095-41445,2013-06-20,2013-06-24,Second Class,1.83,Medium
41099,CA-2013-PJ19015140-41473,2013-07-18,2013-07-20,Second Class,1.15,High
50511,MO-2014-TR1132586-41972,2014-11-29,2014-12-03,Standard Class,1.83,Medium
27877,IN-2015-TS2143059-42321,2015-11-13,2015-11-17,Standard Class,1.83,Medium
45829,NI-2014-TC1153595-41823,2014-07-03,2014-07-06,Second Class,1.83,Critical
45192,KZ-2014-TG1164068-41809,2014-06-19,2014-06-24,Standard Class,1.83,Medium
20726,ID-2015-WB2185059-42099,2015-04-05,2015-04-10,Standard Class,1.83,Medium
40031,CA-2015-PW19030140-42183,2015-06-28,2015-06-30,Second Class,79.95,High
651,MX-2015-CT1199528-42022,2015-01-18,2015-01-19,First Class,1.829,Medium
3282,MX-2014-JH1598539-41840,2014-07-20,2014-07-24,Standard Class,1.829,Medium
2832,MX-2014-MB18085143-41956,2014-11-13,2014-11-20,Standard Class,1.829,Medium
1704,US-2014-RC1996055-41931,2014-10-19,2014-10-24,Standard Class,1.829,Medium
7723,US-2013-DK1337555-41371,2013-04-07,2013-04-07,Same Day,1.828,High
6970,MX-2013-EB1417028-41591,2013-11-13,2013-11-17,Standard Class,1.828,Medium
8740,US-2013-GH14665101-41353,2013-03-20,2013-03-26,Standard Class,1.828,Medium
2870,MX-2015-KB1660082-42133,2015-05-09,2015-05-10,First Class,1.827,High
4644,MX-2015-TA2138526-42272,2015-09-25,2015-09-29,Standard Class,1.827,High
960,MX-2012-TM2149082-41156,2012-09-04,2012-09-08,Standard Class,1.826,Medium
10254,US-2012-SZ2003518-41080,2012-06-20,2012-06-22,Second Class,1.824,High
7580,MX-2013-VM2168582-41512,2013-08-26,2013-08-29,Second Class,1.824,Medium
8165,MX-2015-DJ1351031-42157,2015-06-02,2015-06-05,First Class,1.823,Medium
9916,MX-2015-GH1442582-42013,2015-01-09,2015-01-10,First Class,1.823,Medium
8351,US-2015-ND1837082-42357,2015-12-19,2015-12-23,Standard Class,1.823,Medium
215,MX-2015-DO1343518-42305,2015-10-28,2015-11-01,Standard Class,1.822,Medium
2148,MX-2012-JK1564026-41226,2012-11-13,2012-11-18,Standard Class,1.822,Medium
5617,MX-2013-CS1213018-41427,2013-06-02,2013-06-06,Standard Class,1.822,Medium
8308,MX-2013-DM1334593-41636,2013-12-28,2014-01-02,Standard Class,1.821,Medium
4422,MX-2014-HE1480031-41811,2014-06-21,2014-06-25,Second Class,1.821,Medium
38127,CA-2014-PW19030140-41998,2014-12-25,2014-12-28,Second Class,38.29,Medium
39121,CA-2012-PW19030140-41044,2012-05-15,2012-05-22,Standard Class,24.94,Medium
46938,NI-2014-BF108095-41696,2014-02-26,2014-03-03,Standard Class,1.82,Medium
29446,IN-2012-BD1163558-41259,2012-12-16,2012-12-20,Standard Class,1.82,Medium
40030,CA-2015-PW19030140-42183,2015-06-28,2015-06-30,Second Class,23.61,High
40801,CA-2014-PW19030140-41927,2014-10-15,2014-10-19,Standard Class,11.65,Medium
10621,IT-2012-CC12550139-41229,2012-11-16,2012-11-21,Standard Class,1.82,Medium
39673,CA-2015-PW19030140-42085,2015-03-22,2015-03-28,Standard Class,11.61,Low
21534,IN-2013-DC1328566-41620,2013-12-12,2013-12-17,Standard Class,1.82,Medium
40547,CA-2014-PW19030140-41976,2014-12-03,2014-12-07,Standard Class,10.51,Medium
39982,CA-2015-PW19030140-42323,2015-11-15,2015-11-19,Second Class,10.1,High
45858,TU-2014-GZ4470134-41863,2014-08-12,2014-08-16,Standard Class,1.82,High
15287,IT-2015-GM14680124-42362,2015-12-24,2015-12-28,Standard Class,1.82,Medium
41529,AO-2015-JF54154-42272,2015-09-25,2015-09-30,Standard Class,1.82,Medium
43650,UP-2014-JE5475137-41807,2014-06-17,2014-06-20,First Class,1.82,High
50769,EZ-2013-JR567032-41494,2013-08-08,2013-08-13,Standard Class,1.82,Medium
39122,CA-2013-PW19030140-41307,2013-02-02,2013-02-06,Standard Class,8.76,High
17172,IT-2014-KT16465139-41961,2014-11-18,2014-11-22,Standard Class,1.82,High
10936,ES-2013-KH1651048-41451,2013-06-26,2013-06-26,Same Day,1.82,High
40802,CA-2014-PW19030140-41927,2014-10-15,2014-10-19,Standard Class,8.59,Medium
45805,SA-2015-LC7050110-42236,2015-08-20,2015-08-25,Standard Class,1.82,Medium
25173,IN-2015-LS1723078-42251,2015-09-04,2015-09-08,Standard Class,1.82,High
45485,GH-2013-MH729049-41615,2013-12-07,2013-12-14,Standard Class,1.82,Low
29667,IN-2015-MC17575130-42278,2015-10-01,2015-10-06,Standard Class,1.82,Medium
45235,IR-2015-NB865560-42259,2015-09-12,2015-09-16,Standard Class,1.82,High
29476,IN-2015-RE1940527-42336,2015-11-28,2015-12-02,Standard Class,1.82,Medium
50735,SA-2012-RH9555110-41124,2012-08-03,2012-08-08,Standard Class,1.82,Medium
42875,SF-2015-RD9810117-42152,2015-05-28,2015-06-02,Standard Class,1.82,Medium
19449,ES-2013-SS2014064-41628,2013-12-20,2013-12-24,Standard Class,1.82,Medium
32739,CA-2015-PW19030140-42222,2015-08-06,2015-08-09,First Class,4.64,Critical
19586,IT-2015-SG2047091-42263,2015-09-16,2015-09-22,Standard Class,1.82,Medium
40029,CA-2015-PW19030140-42183,2015-06-28,2015-06-30,Second Class,2.85,High
40913,CA-2014-PW19030140-41874,2014-08-23,2014-08-30,Standard Class,1.52,Low
46732,MO-2015-TS1108586-42150,2015-05-26,2015-05-26,Same Day,1.82,High
45151,NI-2014-TP1141595-41728,2014-03-30,2014-04-03,Second Class,1.82,Medium
27965,IN-2013-TP2156527-41576,2013-10-29,2013-11-02,Standard Class,1.82,Medium
41326,TU-2015-AS10045134-42136,2015-05-12,2015-05-17,Second Class,1.82,Medium
29392,ID-2014-AS1013597-41766,2014-05-07,2014-05-11,Standard Class,1.82,High
32452,CA-2012-PS19045140-41262,2012-12-19,2012-12-20,First Class,498.14,High
47752,MG-2013-AT43584-41535,2013-09-18,2013-09-24,Standard Class,1.82,Medium
34570,CA-2015-PS19045140-42133,2015-05-09,2015-05-13,Standard Class,400.6,High
45563,TU-2015-BT1485134-42272,2015-09-25,2015-09-29,Standard Class,1.82,Medium
32454,CA-2012-PS19045140-41262,2012-12-19,2012-12-20,First Class,118.88,High
32451,CA-2012-PS19045140-41262,2012-12-19,2012-12-20,First Class,19.33,High
23429,IN-2013-CS121757-41394,2013-04-30,2013-05-05,Standard Class,1.82,High
44766,TU-2013-CM2655134-41593,2013-11-15,2013-11-18,Second Class,1.82,Medium
4410,US-2014-CA1277582-41997,2014-12-24,2014-12-27,Second Class,1.82,Medium
49435,TU-2015-DV3045134-42335,2015-11-27,2015-12-01,Standard Class,1.82,High
25617,IN-2013-DB1321058-41319,2013-02-14,2013-02-17,Second Class,1.82,Medium
44711,NI-2014-DM334595-41710,2014-03-12,2014-03-17,Standard Class,1.82,Medium
32392,CA-2015-PS19045140-42026,2015-01-22,2015-01-27,Standard Class,12.15,Medium
42388,NI-2013-EG390095-41429,2013-06-04,2013-06-08,Standard Class,1.82,High
32453,CA-2012-PS19045140-41262,2012-12-19,2012-12-20,First Class,8.37,High
35268,CA-2013-PS19045140-41326,2013-02-21,2013-02-23,Second Class,5.95,High
29790,IN-2015-IG150857-42185,2015-06-30,2015-07-04,Standard Class,1.82,High
44301,SU-2012-JC5340122-40912,2012-01-04,2012-01-08,Standard Class,1.82,Medium
45767,NI-2012-JM558095-41270,2012-12-27,2013-01-01,Standard Class,1.82,Medium
41613,NI-2012-JE571595-40916,2012-01-08,2012-01-11,Second Class,1.82,High
19979,ES-2012-JJ1576045-41185,2012-10-03,2012-10-10,Standard Class,1.82,Medium
48155,SA-2012-JH5820110-41083,2012-06-23,2012-06-28,Standard Class,1.82,Medium
32393,CA-2015-PS19045140-42026,2015-01-22,2015-01-27,Standard Class,3.47,Medium
38218,CA-2015-PS19045140-42099,2015-04-05,2015-04-11,Standard Class,1.89,Medium
36271,CA-2014-PS19045140-41951,2014-11-08,2014-11-13,Standard Class,1.8,Medium
36034,CA-2013-PS19045140-41438,2013-06-13,2013-06-19,Standard Class,1.58,Medium
36033,CA-2013-PS19045140-41438,2013-06-13,2013-06-19,Standard Class,1.34,Medium
36032,CA-2013-PS19045140-41438,2013-06-13,2013-06-19,Standard Class,1.18,Medium
32425,CA-2013-PA19060140-41335,2013-03-02,2013-03-07,Standard Class,14.09,High
45093,NI-2015-MM828095-42227,2015-08-11,2015-08-12,First Class,1.82,High
19015,ES-2012-NZ18565139-41111,2012-07-21,2012-07-23,Second Class,1.82,Medium
46547,IR-2012-NB865560-41128,2012-08-07,2012-08-12,Standard Class,1.82,Medium
31406,CA-2013-PA19060140-41562,2013-10-15,2013-10-20,Standard Class,13.56,Medium
21920,ID-2013-PB18805130-41421,2013-05-27,2013-06-01,Standard Class,1.82,Medium
21808,ID-2015-RR193157-42307,2015-10-30,2015-11-04,Standard Class,1.82,Medium
39894,US-2014-PA19060140-41940,2014-10-28,2014-11-01,Standard Class,7.63,Medium
48099,TZ-2012-RW9690129-41062,2012-06-02,2012-06-08,Standard Class,1.82,Medium
39028,CA-2015-PA19060140-42266,2015-09-19,2015-09-22,First Class,6.15,Medium
28759,IN-2015-RS1987058-42179,2015-06-24,2015-06-30,Standard Class,1.82,Medium
42727,TU-2015-SN10560134-42356,2015-12-18,2015-12-22,Standard Class,1.82,Medium
24269,ID-2015-SH2063559-42237,2015-08-21,2015-08-28,Standard Class,1.82,Low
44596,TU-2015-SV10785134-42340,2015-12-02,2015-12-06,Standard Class,1.82,Medium
14726,ES-2015-SC2080048-42118,2015-04-24,2015-04-29,Standard Class,1.82,Medium
49508,RS-2014-TS11160108-41721,2014-03-23,2014-03-29,Standard Class,1.82,Medium
34302,CA-2012-PA19060140-41045,2012-05-16,2012-05-20,Standard Class,5.72,Medium
7600,MX-2015-TB2152082-42273,2015-09-26,2015-09-30,Standard Class,1.82,Medium
36570,US-2014-PA19060140-41970,2014-11-27,2014-11-30,First Class,1.95,High
1075,MX-2015-CB1202528-42178,2015-06-23,2015-06-27,Standard Class,1.819,Medium
7596,MX-2015-CM1183028-42298,2015-10-21,2015-10-26,Standard Class,1.818,Medium
8641,MX-2014-HA1492082-41783,2014-05-24,2014-05-26,First Class,1.818,High
4029,MX-2014-TS21370101-41984,2014-12-11,2014-12-13,First Class,1.818,Critical
5455,MX-2013-AY1055582-41604,2013-11-26,2013-11-30,Standard Class,1.817,High
8952,US-2014-CY127455-41760,2014-05-01,2014-05-02,First Class,1.817,Medium
7140,MX-2015-JL1585051-42252,2015-09-05,2015-09-05,Same Day,1.817,High
4749,US-2015-JK1564098-42352,2015-12-14,2015-12-20,Standard Class,1.816,Medium
1223,US-2015-ME1801055-42214,2015-07-29,2015-08-02,Standard Class,1.816,Medium
9855,MX-2015-SO2033518-42082,2015-03-19,2015-03-23,Standard Class,1.816,High
4506,US-2014-ZC2191098-41842,2014-07-22,2014-07-26,Standard Class,1.816,High
148,US-2013-BH1171055-41476,2013-07-21,2013-07-25,Second Class,1.815,Medium
9752,US-2014-MA1756055-41949,2014-11-06,2014-11-11,Standard Class,1.814,Medium
73,MX-2013-FM1421582-41321,2013-02-16,2013-02-21,Standard Class,1.813,Medium
2367,MX-2015-MG1787582-42314,2015-11-06,2015-11-11,Standard Class,1.813,Medium
8482,US-2012-DH1307598-40940,2012-02-01,2012-02-06,Standard Class,1.812,Medium
2131,MX-2012-KS1630051-40978,2012-03-10,2012-03-15,Standard Class,1.812,Medium
6267,US-2014-VW21775143-41771,2014-05-12,2014-05-18,Standard Class,1.812,Medium
10162,US-2014-DJ1363018-41963,2014-11-20,2014-11-23,Second Class,1.811,High
3538,MX-2015-RS1987082-42292,2015-10-15,2015-10-20,Standard Class,1.811,Medium
48298,NI-2014-AH1003095-41664,2014-01-25,2014-01-30,Standard Class,1.81,Medium
49569,NI-2013-AH19595-41318,2013-02-13,2013-02-16,First Class,1.81,Medium
45573,SG-2012-AG675111-41215,2012-11-02,2012-11-07,Standard Class,1.81,Medium
29108,ID-2012-AP10720130-41237,2012-11-24,2012-11-28,Standard Class,1.81,Medium
32424,CA-2013-PA19060140-41335,2013-03-02,2013-03-07,Standard Class,1.71,High
40567,US-2015-PK19075140-42238,2015-08-22,2015-08-29,Standard Class,398.64,Medium
24119,ID-2015-BE11335102-42334,2015-11-26,2015-12-02,Standard Class,1.81,Medium
30617,ID-2012-BB1154592-41212,2012-10-30,2012-11-02,Second Class,1.81,Medium
11239,ES-2013-BT11680139-41335,2013-03-02,2013-03-07,Standard Class,1.81,Medium
49853,PL-2015-BD1725103-42217,2015-08-01,2015-08-08,Standard Class,1.81,Low
12975,ES-2015-BG1174045-42353,2015-12-15,2015-12-21,Standard Class,1.81,Medium
50889,TU-2012-CS1845134-41235,2012-11-22,2012-11-26,Standard Class,1.81,High
5332,US-2013-CD1198055-41594,2013-11-16,2013-11-21,Standard Class,1.81,Medium
36756,CA-2015-PK19075140-42252,2015-09-05,2015-09-07,Second Class,227.79,High
31313,CA-2012-PK19075140-41223,2012-11-10,2012-11-17,Standard Class,50.69,Medium
51254,IV-2015-CK232529-42111,2015-04-17,2015-04-21,Standard Class,1.81,Medium
37499,CA-2014-PK19075140-41990,2014-12-17,2014-12-24,Standard Class,47.09,Medium
16926,ES-2014-CA1277545-41774,2014-05-15,2014-05-20,Standard Class,1.81,Medium
42597,TS-2015-DM3015133-42318,2015-11-10,2015-11-15,Standard Class,1.81,High
37691,CA-2014-PK19075140-41988,2014-12-15,2014-12-20,Standard Class,30.81,Medium
25513,IN-2013-DL1331578-41391,2013-04-27,2013-05-03,Standard Class,1.81,Low
30205,ID-2015-DJ13420130-42319,2015-11-11,2015-11-15,Standard Class,1.81,High
24345,ID-2015-ER1385597-42073,2015-03-10,2015-03-14,Standard Class,1.81,Medium
48731,IV-2014-EC405029-41961,2014-11-18,2014-11-22,Standard Class,1.81,Medium
49806,TU-2015-FH4275134-42235,2015-08-19,2015-08-24,Standard Class,1.81,Medium
22104,IN-2013-GM1445527-41622,2013-12-14,2013-12-19,Standard Class,1.81,Medium
26929,IN-2012-GG1465027-41123,2012-08-02,2012-08-07,Standard Class,1.81,Medium
43555,TU-2014-GP4740134-41867,2014-08-16,2014-08-22,Standard Class,1.81,Medium
19677,IT-2014-HD14785124-41878,2014-08-27,2014-08-31,Standard Class,1.81,Medium
25134,IN-2013-HP148157-41620,2013-12-12,2013-12-17,Standard Class,1.81,Medium
29871,ID-2015-HM14980102-42234,2015-08-18,2015-08-22,Standard Class,1.81,Medium
44794,TU-2012-JF5190134-41121,2012-07-31,2012-08-04,Standard Class,1.81,High
31738,CA-2014-PK19075140-41888,2014-09-06,2014-09-08,Second Class,12.31,Medium
19390,ES-2012-JC1577548-41167,2012-09-15,2012-09-19,Standard Class,1.81,Medium
30476,IN-2015-JD158957-42271,2015-09-24,2015-09-28,Standard Class,1.81,High
11608,ES-2015-JB1600064-42232,2015-08-16,2015-08-20,Standard Class,1.81,Medium
31741,CA-2014-PK19075140-41888,2014-09-06,2014-09-08,Second Class,11.71,Medium
38427,CA-2014-PK19075140-41746,2014-04-17,2014-04-23,Standard Class,10.97,Medium
32610,US-2014-PK19075140-41907,2014-09-25,2014-10-02,Standard Class,10.83,Medium
31739,CA-2014-PK19075140-41888,2014-09-06,2014-09-08,Second Class,8.18,Medium
46085,TU-2014-KN6705134-41797,2014-06-07,2014-06-09,First Class,1.81,Medium
46197,BO-2015-LC705013-42363,2015-12-25,2015-12-27,Second Class,1.81,Critical
43244,SF-2015-MS7365117-42132,2015-05-08,2015-05-15,Standard Class,1.81,Low
43260,BO-2015-ML741013-42200,2015-07-15,2015-07-19,Standard Class,1.81,Medium
19406,ES-2014-MH1744014-41665,2014-01-26,2014-02-01,Standard Class,1.81,Medium
31740,CA-2014-PK19075140-41888,2014-09-06,2014-09-08,Second Class,6.61,Medium
30704,IN-2015-MR175457-42074,2015-03-11,2015-03-16,Standard Class,1.81,Medium
44726,CM-2015-MH762022-42124,2015-04-30,2015-05-05,Standard Class,1.81,High
30116,IN-2014-MS1771058-41716,2014-03-18,2014-03-22,Standard Class,1.81,Medium
36075,CA-2015-PK19075140-42316,2015-11-08,2015-11-12,Standard Class,5.79,Medium
35109,CA-2015-PK19075140-42069,2015-03-06,2015-03-06,Same Day,3.2,High
11736,ES-2015-NF18475139-42011,2015-01-07,2015-01-11,Standard Class,1.81,High
43895,RO-2015-PH8790107-42081,2015-03-18,2015-03-23,Standard Class,1.81,Medium
37688,CA-2014-PK19075140-41988,2014-12-15,2014-12-20,Standard Class,1.97,Medium
49260,TU-2014-PK8910134-41798,2014-06-08,2014-06-14,Standard Class,1.81,Medium
37692,CA-2014-PK19075140-41988,2014-12-15,2014-12-20,Standard Class,1.93,Medium
48173,TU-2012-RA9285134-41216,2012-11-03,2012-11-05,First Class,1.81,Medium
22429,ID-2014-RH1949559-41984,2014-12-11,2014-12-17,Standard Class,1.81,Medium
40566,US-2015-PK19075140-42238,2015-08-22,2015-08-29,Standard Class,1.9,Medium
30270,IN-2014-RO197807-41858,2014-08-07,2014-08-10,Second Class,1.81,High
